"사업번호","자치구","법정동","사업구분","운영구분","추진위원회/조합명","대표지번","진행단계","상태","토지등 소유자 수","정비구역명칭","정비구역위치","정비구역면적(㎡)","건축연면적(㎡)","용도지역","용도지구","택지면적(㎡)","도로면적(㎡)","공원면적(㎡)","녹지면적(㎡)","공공공지면적(㎡)","학교면적(㎡)","기타면적(㎡)","주용도","건폐율","용적률","높이(m)","지상층수","지하층수","분양세대총수","60㎡이하","60㎡초과~85㎡이하","85㎡초과","임대세대총수","(임대)40㎡이하","(임대)40㎡초과~50㎡이하","(임대)50㎡초과","건축계획비고","위치도","조감도","배치도","조합사무실 주소","조합사무실 전화번호"
"11290-900001238","성북구","석관동","가로주택정비","조합","석관1의2구역 가로주택정비사업","석관동 332-113","조합설립인가","운영","99","석관1의2구역 가로주택정비사업조합","성북구 석관동 332-113","6661.00","19662.01","제2종 일반주거지역","7층 이하","","","","","","","","공동주택 및 부대복리시설","33.01","196.13","","7","2","154","98","56","","0","","","","","/servlet/image?url=images/assc/2024/09/202409301746491727686009209.png","/servlet/image?url=images/assc/2024/09/202409301746501727686010569.jpg","/servlet/image?url=images/assc/2024/09/202409301746501727686010721.jpg","서울특별시 성북구 돌곶이로23가길 37, 1층 (석관동)","02-957-9322"
"11170-900000687","용산구","이촌동","재건축","추진위원회","중산아파트 주택재건축정비사업 조합설립추진위원회","이촌동 211-2","조합설립추진위원회승인","운영","266","중산아파트 주택재건축정비사업","용산구 이촌동 211-2","6378.00","","","","","","","","","","","","","","","","","0","","","","0","","","","","/servlet/image?url=images/assc/2024/05/202405141058581715651938133.jpg","","","서울특별시 용산구 이촌로2가길 36, 관리사무소 (이촌동, 중산아파트)","070-8128-0082"
"11560-900001072","영등포구","양평동","재건축","공공지원자","양평현대2차아파트 재건축정비사업","양평동3가 79-4","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001071","영등포구","대림동","재건축","공공지원자","대림우성아파트 재건축정비사업","대림동 696","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001070","영등포구","당산동","재건축","공공지원자","당산현대3차아파트 재건축정비사업","당산동4가 88","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001069","영등포구","신길동","재건축","공공지원자","신길우성3차아파트 재건축정비사업","신길동 4656","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001063","영등포구","여의도동","재건축","공공지원자","여의도 진주아파트 재건축정비사업","여의도동 54","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001062","영등포구","여의도동","재건축","공공지원자","서울아파트 재건축정비사업","여의도동 21-1","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001059","영등포구","여의도동","재건축","공공지원자","화랑아파트 재건축정비사업","여의도동 40-4","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001058","영등포구","여의도동","재건축","공공지원자","장미아파트 재건축정비사업","여의도동 40","안전진단","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001057","영등포구","도림동","재개발(주택정비형)","공공지원자"," 도림1구역 공공재개발","도림동 26-21","정비계획 수립","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11560-900001056","영등포구","대림동","재개발(주택정비형)","공공지원자","대림1구역 신속통합기획","대림동 855-1","정비계획 수립","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11290-900000896","성북구","돈암동","지역주택","조합","돈암동역세권지역주택조합","돈암동 624","조합설립인가","운영","0","돈암동역세권지역주택조합","성북구 돈암동 624 외 16필지","13756.65","99372.86","제3종일반주거지역/ 준주거지역","","","","","","","","","공동주택","34.47","407.98","","29","7","459","290","169","","115","","","115","","/servlet/image?url=images/assc/2024/08/202408071549201723013360289.png","/servlet/image?url=images/assc/2024/08/202408071549201723013360673.png","/servlet/image?url=images/assc/2024/08/202408091404291723179869887.jpg","서울특별시 성북구 정릉로44길 7, 돈암현대아파트 2라 304호 (돈암동, 돈암현대아파트)","02-953-1120"
"11290-900000895","성북구","정릉동","지역주택","조합","정릉역지역주택조합","정릉동 452-3","조합설립인가","운영","18","(가칭)정릉역지역주택조합","성북구 정릉동 452-3","3479.16","9653.21","제 3종일반주거지역/ 중점경관관리구역","","2890.86","88.30","","","500.00","","","공동주택","36.33","246.89","","16","1","92","78","14","","0","","","","","/servlet/image?url=images/assc/2022/03/202203241453421648101222009.jpg","/servlet/image?url=images/assc/2022/03/202203241453421648101222069.jpg","/servlet/image?url=images/assc/2022/03/202203241453421648101222251.jpg","서울특별시 성북구 정릉로26길 59, 2층 (정릉동)","02-919-6223"
"11710-900000132","송파구","송파동","재건축","조합","송파한양2차아파트 재건축정비사업 조합","송파동 151-","조합설립인가","운영","746","송파한양2차아파트 주택재건축정비사업조합설립추진위원회","송파구 가락로192(송파동) 송파한양2차아파트","54855.20","0.00","제3종일반주거지역","","56313.76","0.00","0.00","0.00","0.00","0.00","","주거요","30.00","230.00","130","","","0","","","","0","","","","미진행상태임","/servlet/image?url=images/assc/2016/04/201604111824151460366655007.png","/servlet/image?url=images/assc/2016/04/201604111827331460366853242.hwp","/servlet/image?url=images/assc/2016/04/201604111827331460366853259.hwp","송림빌딩 402호","02-423-8420"
"11305-900000966","강북구","번동","가로주택정비","조합","번동8구역 가로주택정비사업","번동 458-2","조합설립인가","운영","55","번동8구역 가로주택정비사업","강북구 번동 458-2","10176.79","36204.66","도시지역","제2종일반주거지역","","","","","","","","공동주택부대복리시설","31.62","249.51","","15","2","239","151","88","","41","","41","","","/servlet/image?url=images/assc/2024/05/202405131020351715563235551.png","/servlet/image?url=images/assc/2024/05/202405131041571715564517596.png","/servlet/image?url=images/assc/2024/05/202405131020351715563235636.png","서울특별시 도봉구 덕릉로59마길 39, 2층 (창동)","02-6213-1079"
"11545-900001163","금천구","시흥동","재개발(주택정비형)","추진위원회","(테스트) 추정분담금 산정 테스트 2","시흥동 871","조합설립추진위원회승인","운영","880","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11740-900001141","강동구","명일동","재건축","공공지원자","고덕현대아파트 재건축정비사업","명일동 56","정비계획 수립","운영","0","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11590-900001012","동작구","신대방동","지역주택","조합","(가칭)보라매센트럴 지역주택조합","신대방동 360-72","조합설립인가","운영","781","(가칭)보라매센트럴 지역주택조합","동작구 신대방동 344-78","34687.00","43068.67","제2종일반주거지역(7층이하)제3종일반주거지역","","31888.00","4440.00","949.00","","","","","공동주택","27.86","135.06","40","13","2","465","212","171","82","0","","","","","/servlet/image?url=images/assc/2023/09/202309041125101693794310621.jpg","/servlet/image?url=images/assc/2023/09/202309041125111693794311145.jpg","/servlet/image?url=images/assc/2023/09/202309041125141693794314970.jpg","서울특별시 동작구 보라매로9나길 18, 2층 (신대방동)","02-849-9015"
"11290-900000968","성북구","석관동","가로주택정비","조합","석관1의8구역 가로주택정비사업조합","석관동 332-179","조합설립인가","운영","110","석관1의8구역 가로주택정비사업조합","성북구 석관동 332-179","4607.80","14066.27","제2종일반주거지역","7층이하","","","","","","","","공동주택 및 부대복리시설","30.99","197.50","","7","2","140","140","","","0","","","","","/servlet/image?url=images/assc/2022/12/202212011057171669859837897.png","/servlet/image?url=images/assc/2022/12/202212011057181669859838300.png","/servlet/image?url=images/assc/2022/12/202212011057181669859838491.png","서울특별시 성북구 돌곶이로23가길 37, 1층 (석관동)","02-957-9322"
"11140-900000749","중구","신당동","재개발(주택정비형)","조합","신당10구역주택재개발정비사업조합","신당동 236-100","조합설립인가","운영","0","신당제10구역주택재개발정비사업","중구 신당동 236-100","6389.34","230468.45","제2종제3종 일반주거지역 일반상업지역","","47795.10","9989.90","6108.40","","","","","공동주택 및 부대복리시설","28.10","299.80","175","35","3","1107","508","429","170","316","52","77","187","","/servlet/image?url=images/assc/2023/09/202309121439531694497193121.jpg","/servlet/image?url=images/assc/2023/09/202309121538571694500737627.jpg","/servlet/image?url=images/assc/2024/05/202405131117281715566648249.png","서울특별시 중구 퇴계로76길 66, 2층 (신당동)","02-2256-7435"
"11530-900001186","구로구","개봉동","가로주택정비","조합","진주빌라","개봉동 298-33","조합설립인가","운영","33","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","","","",""
"11590-900001011","동작구","상도동","지역주택","조합","상도동 약수터지역주택조합 추진위원회","상도동 210-110","조합설립인가","운영","81","(가칭)상도동 약수터지역주택조합 추진위원회","동작구 상도동 210-110","10672.00","28372.32","제2종 일반주거지역","","9518.00","1154.00","","","","","","공동주택(아파트)","29.47","199.86","40","15","2","216","150","66","","0","","","","","/servlet/image?url=images/assc/2023/04/202304071109091680833349947.jpg","/servlet/image?url=images/assc/2023/04/202304031039481680485988381.jpg","/servlet/image?url=images/assc/2023/04/202304031046211680486381423.jpg","서울특별시 동작구 상도로30길 40, 상가2동 224호 (상도동, 상도2차두산위브트레지움아파트)","02-3280-5526"
"11590-900000601","동작구","사당동","재건축","조합","사당5주택재건축정비사업조합","사당동 303-","사업시행인가","운영","354","사당5주택재건축정비사업","동작구 사당동 303 번지","20265.00","82010.01","제2종 일반주거지역","정비구역","19975.74","289.30","","","","","","공동주택 및 부대복리시설","29.99","209.60","35","12","4","494","377","117","","16","9","7","","","/servlet/image?url=images/assc/2017/12/201712140912191513210339472.jpg","/servlet/image/assc/2024/02/202402230811211708643481290.png","/servlet/image/assc/2024/02/202402230812581708643578939.jpg","서울특별시 동작구 사당로16길 36, 2층 (사당동)","02-587-1066"
